dataset_file,column,description,unit_or_format,provenance_link
data/analysis_ready/source_component_monthly_pressure.csv,pressure_p50_pct,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/source_component_monthly_pressure.csv,pressure_p90_pct,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/source_component_monthly_pressure.csv,pressure_p95_pct,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/source_component_monthly_pressure.csv,pressure_p99_pct,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/source_component_monthly_pressure.csv,architecture_label,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/source_component_monthly_pressure.csv,hydrology_source_id,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/source_component_monthly_pressure.csv,utility_source_id,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/source_component_monthly_pressure.csv,model_source_id,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/source_resolved_case_evidence.csv,case_id,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/source_resolved_case_evidence.csv,entity,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/source_resolved_case_evidence.csv,location,Operator-reported location or analytical location identifier.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/source_resolved_case_evidence.csv,data_year,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/source_resolved_case_evidence.csv,metric,Metric name as reported in a curated evidence record.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/source_resolved_case_evidence.csv,value,Reported numeric value retained on its original basis.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/source_resolved_case_evidence.csv,unit,Unit supplied by the source or declared conversion.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/source_resolved_case_evidence.csv,value_status,"Whether a value is reported, estimated, modeled, or study-derived.","text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/source_resolved_case_evidence.csv,metric_role,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/source_resolved_case_evidence.csv,mass_balance_eligible,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/source_resolved_case_evidence.csv,source_id,Stable identifier linking a value to metadata/source_register.csv.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/source_resolved_case_evidence.csv,source_url,Primary public URL for the source.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/source_resolved_case_evidence.csv,source_page_or_section,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/source_resolved_case_evidence.csv,interpretation,Permitted interpretation and boundary for the record.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/usgs_daily_flow_three_components.csv,station_id,Eight-digit USGS station identifier.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/usgs_daily_flow_three_components.csv,date,Observation date.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/usgs_daily_flow_three_components.csv,discharge_cfs,USGS daily mean discharge in cubic feet per second.,ft3/s,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/usgs_daily_flow_three_components.csv,discharge_qualifier,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/usgs_daily_flow_three_components.csv,discharge_m3s,Daily mean discharge converted to cubic meters per second.,m3/s,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/usgs_daily_flow_three_components.csv,discharge_ML_day,Daily mean discharge converted to megaliters per day.,ML/day,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/usgs_daily_flow_three_components.csv,source_retrieved_at,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/usgs_daily_flow_three_components.csv,location,Operator-reported location or analytical location identifier.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/usgs_daily_flow_three_components.csv,location_label,Display label for the analytical location.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/usgs_daily_flow_three_components.csv,source_id,Stable identifier linking a value to metadata/source_register.csv.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/usgs_daily_flow_three_components.csv,source_url,Primary public URL for the source.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
data/analysis_ready/usgs_daily_flow_three_components.csv,source_locator,"Printed page, table, station, dataset identifier, or webpage section containing the value.","text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/council_bluffs_source_family_summary.csv,daily_records,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/council_bluffs_source_family_summary.csv,withdrawal_ml_day,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/council_bluffs_source_family_summary.csv,estimated_consumption_ml_day,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/council_bluffs_source_family_summary.csv,withdrawal_to_river_flow_p50_pct,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/council_bluffs_source_family_summary.csv,withdrawal_to_river_flow_p95_pct,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/council_bluffs_source_family_summary.csv,consumption_to_river_flow_p50_pct,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/council_bluffs_source_family_summary.csv,consumption_to_river_flow_p95_pct,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/council_bluffs_source_family_summary.csv,operator_source_id,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/council_bluffs_source_family_summary.csv,hydrology_source_id,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/council_bluffs_source_family_summary.csv,source_chain_ids,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/council_bluffs_source_family_summary.csv,interpretive_status,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/google_global_fy2025_accounting_summary.csv,scope,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/google_global_fy2025_accounting_summary.csv,locations,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/google_global_fy2025_accounting_summary.csv,withdrawal_mg,Operator-reported annual water withdrawal in million U.S. gallons.,million U.S. gallons/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/google_global_fy2025_accounting_summary.csv,discharge_mg,Operator-reported annual discharge in million U.S. gallons.,million U.S. gallons/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/google_global_fy2025_accounting_summary.csv,estimated_consumption_mg,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/google_global_fy2025_accounting_summary.csv,estimated_consumption_fraction,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/google_global_fy2025_accounting_summary.csv,source_id,Stable identifier linking a value to metadata/source_register.csv.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/google_global_fy2025_accounting_summary.csv,source_locator,"Printed page, table, station, dataset identifier, or webpage section containing the value.","text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/google_us_annual_summary.csv,year,Fiscal or calendar year as reported by the source.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/google_us_annual_summary.csv,locations,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/google_us_annual_summary.csv,withdrawal_mg,Operator-reported annual water withdrawal in million U.S. gallons.,million U.S. gallons/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/google_us_annual_summary.csv,discharge_mg,Operator-reported annual discharge in million U.S. gallons.,million U.S. gallons/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/google_us_annual_summary.csv,consumption_mg,Operator-reported estimated annual consumption in million U.S. gallons.,million U.S. gallons/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/google_us_annual_summary.csv,withdrawal_mg_share_bws_ge_3,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/google_us_annual_summary.csv,consumption_mg_share_bws_ge_3,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/google_us_annual_summary.csv,source_ids,Semicolon-separated source identifiers resolving to metadata/source_register.csv.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/google_us_annual_summary.csv,screen_source_id,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_1_source_systems.csv,candidate_location,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_1_source_systems.csv,documented_supply_system,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_1_source_systems.csv,evidence_source_ids,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_1_source_systems.csv,gauge_relationship,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_1_source_systems.csv,role_in_analysis,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_1_source_systems.csv,evidence_sources,Human-readable institutional evidence sources and exact locators for the row.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_2_cooling_architectures.csv,it_to_room_or_loop_transfer,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_2_cooling_architectures.csv,heat_rejection,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_2_cooling_architectures.csv,direct_on_site_water_boundary,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_2_cooling_architectures.csv,treatment,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_2_cooling_architectures.csv,analytical_role,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_2_cooling_architectures.csv,model_source_id,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_2_cooling_architectures.csv,value_status,"Whether a value is reported, estimated, modeled, or study-derived.","text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_3_source_component_results.csv,location_and_source_component,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_3_source_component_results.csv,architecture_label,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_3_source_component_results.csv,source_fraction,Documented or declared fraction assigned to the screened source component.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_3_source_component_results.csv,mean_consumption_ml_day,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_3_source_component_results.csv,pressure_p50_pct,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_3_source_component_results.csv,pressure_p95_pct,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_3_source_component_results.csv,pressure_max_pct,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_3_source_component_results.csv,source_basis,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_3_source_component_results.csv,source_fraction_status,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_4_flow_regime_descriptors.csv,location_and_source_component,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_4_flow_regime_descriptors.csv,usgs_station,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_4_flow_regime_descriptors.csv,daily_records,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_4_flow_regime_descriptors.csv,q_mean_ml_day,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_4_flow_regime_descriptors.csv,q_drought_p10_ml_day,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_4_flow_regime_descriptors.csv,baseline_scarcity_b,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_4_flow_regime_descriptors.csv,drought_amplification_factor,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_4_flow_regime_descriptors.csv,source_id,Stable identifier linking a value to metadata/source_register.csv.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_4_flow_regime_descriptors.csv,source_url,Primary public URL for the source.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_5_aws_pue_wue.csv,location,Operator-reported location or analytical location identifier.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_5_aws_pue_wue.csv,pue_2024,Operator-reported FY2024 power usage effectiveness.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_5_aws_pue_wue.csv,pue_2025,Operator-reported FY2025 power usage effectiveness.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_5_aws_pue_wue.csv,pue_change,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_5_aws_pue_wue.csv,wue_2024,Operator-reported FY2024 water usage effectiveness in liters withdrawn per IT kWh.,L/IT kWh,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_5_aws_pue_wue.csv,wue_2025,Operator-reported FY2025 water usage effectiveness in liters withdrawn per IT kWh.,L/IT kWh,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_5_aws_pue_wue.csv,wue_change,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_5_aws_pue_wue.csv,source_id,Stable identifier linking a value to metadata/source_register.csv.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_5_aws_pue_wue.csv,source_url,Primary public URL for the source.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_5_aws_pue_wue.csv,source_locator,"Printed page, table, station, dataset identifier, or webpage section containing the value.","text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_6_managed_system_cases.csv,case,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_6_managed_system_cases.csv,documented_system_or_source,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_6_managed_system_cases.csv,observation,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_6_managed_system_cases.csv,interpretive_boundary,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_6_managed_system_cases.csv,analytical_contribution,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_6_managed_system_cases.csv,source_ids,Semicolon-separated source identifiers resolving to metadata/source_register.csv.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/manuscript_table_6_managed_system_cases.csv,sources_and_locators,"Human-readable source citations with report pages, stations, datasets, or webpage sections.","text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/mesa_summary.csv,complete_days,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/mesa_summary.csv,median_total_pathway_mgd,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/mesa_summary.csv,median_beneficial_pathway_mgd,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/mesa_summary.csv,mean_beneficial_fraction,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/mesa_summary.csv,source_id,Stable identifier linking a value to metadata/source_register.csv.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/meta_us_consecutive_changes.csv,location,Operator-reported location or analytical location identifier.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/meta_us_consecutive_changes.csv,year,Fiscal or calendar year as reported by the source.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/meta_us_consecutive_changes.csv,electricity_mwh,Operator-reported annual total-facility electricity in megawatt-hours.,MWh/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/meta_us_consecutive_changes.csv,withdrawal_ml,Operator-reported annual water withdrawal in megaliters.,ML/year,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/meta_us_consecutive_changes.csv,operator,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/meta_us_consecutive_changes.csv,withdrawal_intensity_l_per_total_kwh,Study-derived withdrawal divided by total-facility electricity; not WUE.,L/total-facility kWh,Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/meta_us_consecutive_changes.csv,electricity_boundary,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/meta_us_consecutive_changes.csv,intensity_label,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/meta_us_consecutive_changes.csv,report_file,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/meta_us_consecutive_changes.csv,report_printed_page_electricity,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/meta_us_consecutive_changes.csv,report_printed_page_water,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/meta_us_consecutive_changes.csv,source_id,Stable identifier linking a value to metadata/source_register.csv.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/meta_us_consecutive_changes.csv,source_url,Primary public URL for the source.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/meta_us_consecutive_changes.csv,source_locator,"Printed page, table, station, dataset identifier, or webpage section containing the value.","text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/meta_us_consecutive_changes.csv,electricity_status,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/meta_us_consecutive_changes.csv,withdrawal_status,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/meta_us_consecutive_changes.csv,intensity_status,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/meta_us_consecutive_changes.csv,previous_year,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
results/meta_us_consecutive_changes.csv,previous_electricity_mwh,Field retained from the cited source or created by the declared analysis; see README and source register.,"text, count, fraction, or source-defined; see column description",Use source_id/source_url/source_locator fields in this dataset or metadata/source_register.csv.
