category,value_mgd,record,series_type,source_ids,source_locators,scientific_boundary
Municipal beneficial reuse,33.268657227495396,2023-01-15,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.50324331374432,2023-01-16,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,33.49724523217787,2023-01-16,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,34.14819525572728,2023-01-17,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,34.14248285571137,2023-01-17,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,36.16604895489394,2023-01-18,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,35.37545137566023,2023-01-18,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,35.43418986188165,2023-01-19,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,34.375696171986455,2023-01-19,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,34.503880418655946,2023-01-20,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,33.66074075668926,2023-01-20,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,34.352650219712125,2023-01-21,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,33.621355983453675,2023-01-21,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.808585342915464,2023-01-22,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,33.274625188773804,2023-01-22,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,34.18174439608203,2023-01-23,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,34.1723004797262,2023-01-23,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.803480062837835,2023-01-24,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,33.79793178549188,2023-01-24,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,34.37741292095972,2023-01-25,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,34.371730793923334,2023-01-25,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,32.49925354890499,2023-01-26,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,32.49356711503157,2023-01-26,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.202545872920695,2023-01-27,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,33.139046504663895,2023-01-27,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,32.68693012550911,2023-01-28,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,32.680969042850684,2023-01-28,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.74298241956706,2023-01-29,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,33.737350941587586,2023-01-29,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,34.76848241953181,2023-01-30,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,34.7629454772159,2023-01-30,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,34.981037587718035,2023-01-31,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,34.96732042614891,2023-01-31,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,35.600915627501486,2023-02-02,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,35.594577679202786,2023-02-02,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.01774929200577,2023-02-03,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,32.94693770753032,2023-02-03,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,32.953895897542516,2023-02-04,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,32.943664037967956,2023-02-04,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.21903279260551,2023-02-05,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,33.21163585985597,2023-02-05,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,35.022499617333814,2023-02-06,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,35.016465968616444,2023-02-06,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,35.10778126382884,2023-02-07,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,35.10172556335256,2023-02-07,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,34.16303929683491,2023-02-08,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,33.660801189591204,2023-02-08,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.467792099833495,2023-02-09,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,33.439065251738924,2023-02-09,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,32.90633143644579,2023-02-10,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,32.9000493305397,2023-02-10,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.00298032496559,2023-02-11,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,32.99622868872837,2023-02-11,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.67832979370218,2023-02-12,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,33.671721058029206,2023-02-12,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,34.33387278008435,2023-02-13,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,34.32593095346902,2023-02-13,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,35.12572856428887,2023-02-14,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,35.1179572517775,2023-02-14,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.74259061745976,2023-02-15,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,33.736212420426185,2023-02-15,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.71285136211077,2023-02-16,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,33.64772612485681,2023-02-16,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.89632001335598,2023-02-17,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,33.89054187053835,2023-02-17,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,32.562581779787614,2023-02-18,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,32.55728861328989,2023-02-18,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,32.78183402879826,2023-02-19,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,32.77653479343399,2023-02-19,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.684096177629215,2023-02-20,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,33.67809103624959,2023-02-20,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,35.155141750128806,2023-02-21,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,35.14918852520969,2023-02-21,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,34.64320277290414,2023-02-22,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,34.63650775595718,2023-02-22,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.63567078285769,2023-02-23,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,33.63009098144554,2023-02-23,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,32.603135284813746,2023-02-24,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,32.59780444092397,2023-02-24,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,32.49780065016519,2023-02-25,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,32.476597686989784,2023-02-25,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,32.81593648947024,2023-02-26,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,32.81034806657219,2023-02-26,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,34.13988248629947,2023-02-27,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,34.13425805086489,2023-02-27,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.87210001228717,2023-02-28,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,33.86676816214216,2023-02-28,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,32.79180881689949,2023-03-02,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,32.78640620569957,2023-03-02,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,34.29991952305604,2023-03-03,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,34.29449873680504,2023-03-03,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.727234650306755,2023-03-04,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,33.7218165996994,2023-03-04,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,34.24076639164711,2023-03-05,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,34.23533485508142,2023-03-05,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,34.67292846551811,2023-03-06,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,34.66722822880786,2023-03-06,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,34.17944267074102,2023-03-07,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,34.17356288082034,2023-03-07,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.162605810007285,2023-03-08,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,32.66306727915945,2023-03-08,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.144075009169796,2023-03-09,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,33.11686438961696,2023-03-09,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.08531771867715,2023-03-10,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,33.07951238694858,2023-03-10,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,32.9803938119275,2023-03-11,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,32.974775194678465,2023-03-11,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.703168186279974,2023-03-12,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,33.69723860653508,2023-03-12,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,34.358676326393166,2023-03-13,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,34.351672027424925,2023-03-13,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,34.24357059929705,2023-03-14,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,34.237646553044044,2023-03-14,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,32.85558691394196,2023-03-15,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,32.849803896159,2023-03-15,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal total pathways,33.175056711771816,2023-03-16,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
Municipal beneficial reuse,31.015645430948418,2023-03-16,distribution,MESA_OPEN_DATA_2026,"City of Mesa Water Resources (2026), dataset 5zhe-5nig; retrieved 2026-08-22",Scale comparison across reported facility values and municipal pathway observations; denominators are not pooled.
